"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"14","https://www.rcmp-grc.gc.ca/wam/media/1102/original/8ff7125d1cfa1a6761e462bfb67a198b.pdf","8ff7125d1cfa1a6761e462bfb67a198b.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\8ff7125d1cfa1a6761e462bfb67a198b.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"17","https://www.rcmp-grc.gc.ca/form/5118-fra.pdf","5118-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\5118-fra.pdf","FAILED: [Errno 2] No such file or directory: 'E:\\PROJECTS\\perception-dev\\REPORTS\\RCMP\\PDF\\6330-fra.pdf'","NA","TRUE","1","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"16","https://www.rcmp-grc.gc.ca/wam/media/1971/original/1aad45a3f33f4b16c4f91340a803ae1a.pdf","1aad45a3f33f4b16c4f91340a803ae1a.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\1aad45a3f33f4b16c4f91340a803ae1a.pdf","FALSE","NA","TRUE","30","FALSE","FALSE","0","NOT RUN","7243","33508","241.43333333333334","4.626259837084081","1","10.0","0","NULL","b'Adobe InDesign CS5.5 (7.5)'","b'Adobe PDF Library 9.9'","NULL","NULL","[ PAGE 1 START ] '[ PAGE 1 END ][ PAGE 2 START ] PS64-55/2017978-0-660-08286-8\xc2\xa9 2017 HER MAJESTY THE QUEEN IN RIGHT OF CANADA as represented by the Royal Canadian Mounted Police.\n'[ PAGE 2 END ][ PAGE 3 START ] 1Introduction\n           \n2                 \nElder Abuse\n            \n3                 \nSecurity in your Home\n          \n4                 \nAway from Home\n           \n5                 \nSafety on the Street\n          \n6                \nSafety in your Vehicle\n          \n7                 \nFraud and Scams\n           \n8                 \nOnline Scams / Internet Fraud\n         \n13                 \nAlzheimer Disease and other Dementias\n       \n24                 \nPower of Attorney\n           \n25                 \nWills  Programs and Services\n         \n26                 \nConclusion and Contacts\n         \n27      TABLE OF \nCONTENTS\n'[ PAGE 3 END ][ PAGE 4 START ] 2This guide is for seniors  their family \nmembers  care-givers  friends  and anyone \nelse who may \xcb\x9cnd it useful. It isn\xe2\x84\xa2t meant \nto include everything but tries to answer \nsome common concerns when it comes to \nseniors\xe2\x84\xa2 safety and security. Our goal is to \nraise awareness of seniors\xe2\x84\xa2 safety issues to \nimprove their quality of life.\n\xcb\x9ae information in this guide can also be \nused to help people and their loved ones \ndiscuss this topic to help recognize po\n-tential crime situations and show how to \n reduce or remove the risk.\nWe hope that readers will \xcb\x9cnd the infor\n-mation useful. \nWHO IS THIS GUIDE \nINTENDED FOR?'[ PAGE 4 END ]"
"15","https://www.rcmp-grc.gc.ca/wam/media/3123/original/4ae2c3cf6875ceba08ef3dc1a19f6a11.pdf","4ae2c3cf6875ceba08ef3dc1a19f6a11.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\4ae2c3cf6875ceba08ef3dc1a19f6a11.pdf","FALSE","NA","FALSE","43","TRUE","FALSE","0","NOT RUN","4227","28960","98.30232558139535","6.85119470073338","1","6.976744186046512","0","b'Royal Canadian Mounted Police'","b'Adobe InDesign CC 2017 (Windows)'","b'Adobe PDF Library 15.0'","NULL","b'Investigator\xe2\x80\x99s Guide to National Forensic Laboratory Services'","[ PAGE 1 START ] \n \nINVESTIGATOR\xe2\x84\xa2S GUIDE\n TO NATIONAL FORENSIC\n LABORATORY SERVICES\n'[ PAGE 1 END ][ PAGE 2 START ] \n \n\n\n\n\n'[ PAGE 2 END ][ PAGE 3 START ] CONTENTS\nABOUT THIS GUIDE\n 1CONTACT INFORMATION\n 1Forensic Assessment Centre\n 1National Anti-Counterfeiting Bureau\n 1BASIC GUIDELINES AND TECHNIQUES\n 2Collection\n 2Common tools and supplies for collecting evidence\n ...............................................................................................2Handling exhibits\n ..................................................................................................................................................................\n4Swabbing protocols for DNA\n ............................................................................................................................................\n5Collecting comparison samples for DNA purposes\n ..................................................................................................7Preservation and storage\n 8Drying and storing exhibits\n ...............................................................................................................................................\n8Common containers\n .............................................................................................................................................................\n9Packaging and shipping\n 11Sharp objects\n ..........................................................................................................................................................................\n11Dangerous goods\n ..................................................................................................................................................................\n11Proper closure\n .........................................................................................................................................................................\n12Proper labelling\n ......................................................................................................................................................................\n12BY EXHIBIT TYPE\n 13\nBiological (DNA) analysis\n 131.  Adhesive tape (DNA)\n ......................................................................................................................................................\n132.  Airbag (DNA) \n .....................................................................................................................................................................\n133.  Bite marks (DNA)\n ..............................................................................................................................................................\n134.  Blood (DNA)\n .......................................................................................................................................................................\n135.  Bone/teeth (DNA)\n ............................................................................................................................................................\n146.   Buccal / mouth (DNA)\n ....................................................................................................................................................\n157.  Cartridges / casings / bullets (DNA)\n ..........................................................................................................................\n158.  Cigarette butts (DNA) \n ....................................................................................................................................................\n159.   Clothing / fabric (DNA) \n.................................................................................................................................................\n1510.  Condoms (DNA)\n .............................................................................................................................................................\n1511.  Drinking containers / straws (DNA)\n ........................................................................................................................\n1612.  Envelopes and stamps (DNA)\n ....................................................................................................................................\n1613.  Aborted fetus (DNA)\n .....................................................................................................................................................\n1614.  Fingernail (DNA)\n.............................................................................................................................................................\n1615.   Firearms (DNA)\n ..............................................................................................................................................................\n1716.  Food (DNA)\n ......................................................................................................................................................................\n17'[ PAGE 3 END ][ PAGE 4 START ] 17.   Fork / spoon (DNA) \n .....................................................................................................................................................\n1718.  Hair (DNA)\n ........................................................................................................................................................................\n1819.  Human remains (DNA)\n .................................................................................................................................................\n1820.  Knife (DNA)\n ......................................................................................................................................................................\n1821.   Semen (DNA)\n ..................................................................................................................................................................\n1922.  Skin cells (DNA)\n ..............................................................................................................................................................\n1923.  Tools / weapons (DNA)\n ................................................................................................................................................\n19Counterfeit\n 201.  Bank notes and negotiable instruments (counterfeit)\n .......................................................................................202.  Coins (counterfeit)\n ...........................................................................................................................................................\n203.  Payment cards (counterfeit)\n .........................................................................................................................................\n204.  Travel and identi\xcb\x9ccation documents (counterfeit)\n ..............................................................................................205.  Computers and it equipment (counterfeit)\n ............................................................................................................21Firearms and toolmark identifcation\n 211.  Ammunition  cartridges  bullets (\xcb\x9crearms/toolmark)\n .........................................................................................212.   Bone and cartilage (\xcb\x9crearms/toolmark)\n .................................................................................................................\n223.  Clothing (\xcb\x9crearms/toolmark)\n .......................................................................................................................................\n224.  Firearms (\xcb\x9crearms/toolmark)\n .......................................................................................................................................\n225.  Gunpowder / primer caps (\xcb\x9crearms/toolmark)\n .....................................................................................................236.  Obliterated serial number (\xcb\x9crearms/toolmark)\n ....................................................................................................237.  Tools (\xcb\x9crearms/toolmark)\n ..............................................................................................................................................\n248.   Toolmark impressions (\xcb\x9crearms/toolmark)\n ...........................................................................................................249.   Tires (\xcb\x9crearms/toolmark)\n ..............................................................................................................................................\n2410.   Wires (\xcb\x9crearms/toolmark)\n ..........................................................................................................................................\n24Toxicology\n 241.  Blood (toxicology)\n ...........................................................................................................................................................\n242.  Food and beverages (toxicology)\n ..............................................................................................................................\n253.  Liver (toxicology)\n ..............................................................................................................................................................\n254.  Stomach contents (toxicology)\n ...................................................................................................................................\n255.  Syringes  pipes  powders  drugs  or drug residue (toxicology)\n........................................................................256.  Urine (toxicology)\n ............................................................................................................................................................\n267.  Vitreous humour (toxicology)\n ......................................................................................................................................\n26Trace analysis\n 261.  Accelerants / ignitable liquids (trace analysis)\n ......................................................................................................262.  Adhesive tape (trace analysis)\n .....................................................................................................................................\n273.  Bank dye packs (trace analysis)\n ...................................................................................................................................\n274.  Building products (trace analysis)\n ..............................................................................................................................\n275.  Clothing (trace analysis)\n ................................................................................................................................................\n286.  Dyes for fuel marking (trace analysis)\n .......................................................................................................................\n297.  Explosive debris (post-blast trace analysis)\n ............................................................................................................29'[ PAGE 4 END ]"
"18","https://www.rcmp-grc.gc.ca/form/6330-fra.pdf","6330-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6330-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"19","https://www.rcmp-grc.gc.ca/form/6331-fra.pdf","6331-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6331-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"20","https://www.rcmp-grc.gc.ca/form/5186-fra.pdf","5186-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\5186-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"21","https://www.rcmp-grc.gc.ca/form/6378-fra.pdf","6378-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6378-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"22","https://www.rcmp-grc.gc.ca/form/3953-fra.pdf","3953-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3953-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"23","https://www.rcmp-grc.gc.ca/form/4553-fra.pdf","4553-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\4553-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"24","https://www.rcmp-grc.gc.ca/pp/protect-policing-police-fra.pdf","protect-policing-police-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\protect-policing-police-fra.pdf","FALSE","NA","FALSE","2","TRUE","FALSE","0","NOT RUN","858","5227","429.0","6.092074592074592","3","250.0","1","NULL","b'Print Server 120'","b'Corel PDF Engine Version 11.2.0.602'","NULL","NULL","[ PAGE 1 START ] Police de protectionAper\xc3\xa7uLe secteur d\xe2\x84\xa2activit\xc3\xa9 de la Police deprotection fait partie des Servicesf\xc3\xa9d\xc3\xa9raux offerts par la GRC. Dans lesann\xc3\xa9es 1950 et 1960  des membres dela GRC \xc3\xa9taient affect\xc3\xa9s aux visitesmajeures et aux visites de dignitairescanadiens \xc3\xa0 des fins c\xc3\xa9r\xc3\xa9moniales et des\xc3\xa9curit\xc3\xa9.  Ce n\xe2\x84\xa2est que dans les ann\xc3\xa9es 1970qu\xe2\x84\xa2on a \xc3\xa9tabli la Police de protectioncomme une fonction ind\xc3\xa9pendante etdistincte au sein de la GRC.Cette protection s\xe2\x84\xa2\xc3\xa9tend aux dignitairescanadiens et \xc3\xa9trangers ainsi qu\xe2\x84\xa2auxpersonnes d\xc3\xa9sign\xc3\xa9es par le ministre dela S\xc3\xa9curit\xc3\xa9 publique. Elle couvre\xc3\xa9galement les \xc3\xa9v\xc3\xa9nements majeurstenus au pays et les transporteursa\xc3\xa9riens canadiens.Dignitaires canadiensLa GRC a la responsabilit\xc3\xa9 en touttemps  \xc3\xa0 la fois durant les \xc3\xa9v\xc3\xa8nementspriv\xc3\xa9s et officiels  d\xe2\x84\xa2assurer laprotection de la gouverneure g\xc3\xa9n\xc3\xa9raledu Canada  du premier ministre  et deleurs familles et r\xc3\xa9sidences. Lors deleurs d\xc3\xa9placements \xc3\xa0 l\xe2\x84\xa2\xc3\xa9tranger  lagouverneure g\xc3\xa9n\xc3\xa9rale et le premierministre sont accompagn\xc3\xa9s par desmembres de la Police de protection.Ces membres restent encommunication avec les autorit\xc3\xa9spolici\xc3\xa8res et de protection locales etassurent une protection appropri\xc3\xa9e estre\xc3\xa7ue. Les mesures de s\xc3\xa9curit\xc3\xa9 offertescorrespondent \xc3\xa0 l\xe2\x84\xa2importance despostes occup\xc3\xa9s par Son Excellence entant que repr\xc3\xa9sentant du Chef d\xe2\x84\xa2\xc3\x89tat etpar le premier ministre en tant queChef du gouvernement.La GRC \xc3\xa9value continuellement lesexigences au plan de la s\xc3\xa9curit\xc3\xa9 et faitdes recommandations \xc3\xa0 laGouverneure g\xc3\xa9n\xc3\xa9rale et au premierministre quant \xc3\xa0 la prestation efficacedes mesures de s\xc3\xa9curit\xc3\xa9  ce quienglobe l\xe2\x84\xa2offre de conseils en mati\xc3\xa8rede transport. Pour des raisons des\xc3\xa9curit\xc3\xa9 et de protection  la GRCdemande que ceux-ci effectuent tousleurs d\xc3\xa9placements en avion \xc3\xa0 bord del\xe2\x84\xa2a\xc3\xa9ronef du gouvernement.La Police de protection assure las\xc3\xa9curit\xc3\xa9 des juges de la Cour supr\xc3\xaameet des autres cours f\xc3\xa9d\xc3\xa9rales  ainsi quedes ministres du Cabinet f\xc3\xa9d\xc3\xa9ral. LaPolice de protection garde aussi dessites prot\xc3\xa9g\xc3\xa9s d\xc3\xa9sign\xc3\xa9s  dont lesterrains de la Colline du Parlement  lar\xc3\xa9sidence de la gouverneure g\xc3\xa9n\xc3\xa9rale(Rideau Hall) et la Cour supr\xc3\xaame duCanada. La Police de protectioncomporte \xc3\xa9galement un Groupe de las\xc3\xa9curit\xc3\xa9 routi\xc3\xa8re qui est responsabled\xe2\x84\xa2appliquer les lois provinciales etf\xc3\xa9d\xc3\xa9rales du code de la route sur lesroutes g\xc3\xa9r\xc3\xa9es par la Commission de lacapitale nationale dans la r\xc3\xa9gion de laEn BrefResponsabilit\xc3\xa9s de laPolice de protection dela GRC :\xc5\x81 Plus de 125ambassades et hauts-commissariats dans lar\xc3\xa9gion de la capitalenationale\xc5\x81 500 missionsdiplomatiques \xc5\x81 Environ 500consulats dansl\xe2\x84\xa2ensemble du pays\xc5\x81 Environ 500 visitespar an de dignitaires\xc3\xa9trangers et depersonnes jouissantd\xe2\x84\xa2une protectioninternationale\xc5\x81 Quelque 600manifestations par anen moyenne\xc5\x81 Affectation depoliciers form\xc3\xa9s \xc3\xa0 bordde certains a\xc3\xa9ronefsimmatricul\xc3\xa9s auCanada'[ PAGE 1 END ][ PAGE 2 START ] Police de protectionCapitale nationale.Dignitaires \xc3\xa9trangersLes personnes jouissant d\xe2\x84\xa2uneprotection internationale  comme leschefs d\xe2\x84\xa2\xc3\x89tat et de gouvernement et lesdiplomates \xc3\xa9trangers  sont prot\xc3\xa9g\xc3\xa9espendant leur s\xc3\xa9jour au Canada.\xc3\x89v\xc3\xa9nements majeurs La s\xc3\xa9curit\xc3\xa9 lors d\xe2\x84\xa2\xc3\xa9v\xc3\xa9nements majeursnationaux ou internationaux organis\xc3\xa9spar le gouvernement du Canada  dontles visites royales et les sommetsinternationaux  font partie du mandatde la Police de protection. En outre certains \xc3\xa9v\xc3\xa9nements comme les Jeuxolympiques et paralympiques peuvent\xc3\xaatre d\xc3\xa9sign\xc3\xa9s pour que leur s\xc3\xa9curit\xc3\xa9soit assur\xc3\xa9e par la GRC.D\xc3\xa9placements a\xc3\xa9riensEn 2001  dans le cadre d\xe2\x84\xa2une initiativelanc\xc3\xa9e par Transports Canada  la GRCa conclu une entente avecl\xe2\x84\xa2Administration canadienne de las\xc3\xbbret\xc3\xa9 du transport a\xc3\xa9rien (ACSTA)visant \xc3\xa0 affecter des membres de laGRC sp\xc3\xa9cialement form\xc3\xa9s \xc3\xa0 bord decertains a\xc3\xa9ronefs immatricul\xc3\xa9s auCanada. La Police de protection est responsablede la formation d\xe2\x84\xa2agents tactiques de las\xc3\xbbret\xc3\xa9 a\xc3\xa9rienne (ASA) et de leuraffectation \xc3\xa0 certains vols int\xc3\xa9rieurs etinternationaux. Ces agents ont pourmandat d\xe2\x84\xa2intervenir en cas de menace\xc3\xa0 la s\xc3\xa9curit\xc3\xa9 \xc3\xa0 bord des a\xc3\xa9ronefsimmatricul\xc3\xa9s au Canada d\xc3\xa9sign\xc3\xa9s.'[ PAGE 2 END ]"
"25","https://www.rcmp-grc.gc.ca/nddb-bndg/form/6014-eng.pdf","6014-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6014-eng.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"26","https://www.rcmp-grc.gc.ca/nddb-bndg/form/5-08-eng.pdf","5-08-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\5-08-eng.pdf","FALSE","NA","TRUE","1","FALSE","FALSE","0","NOT RUN","1","4","1.0","4.0","0","200.0","4","b'RCMP-GRC'","b'Microsoft\xc2\xae Office Word 2007'","b'Microsoft\xc2\xae Office Word 2007'","NULL","NULL","[ PAGE 1 START ]  \n'[ PAGE 1 END ]"
